n_offices_ge_floor,n_offices_ge_floor_doc,max_office_complete,max_office_doc,recovery_candidates,office_floor,blm_ce_n,blm_ce_median_days,nonblm_ce_n,nonblm_ce_median_days
0,0,9,2,2,10,43,34.0,333,8.0
