code_norm,code_description,n,pct,period,law,scope,n_win,n_bse
B1.31,"Installation of fences, gates, and signs",10,2.127659574468085,baseline,ARRA,Fossil CE,595,470
B1.32,B1.32,1,0.2127659574468085,baseline,ARRA,Fossil CE,595,470
B1.7,B1.7,3,0.6382978723404256,baseline,ARRA,Fossil CE,595,470
B2.2,B2.2,1,0.2127659574468085,baseline,ARRA,Fossil CE,595,470
B2.5,B2.5,7,1.4893617021276595,baseline,ARRA,Fossil CE,595,470
B3.1,Site characterization and environmental monitoring,77,16.382978723404257,baseline,ARRA,Fossil CE,595,470
B3.11,B3.11,42,8.936170212765957,baseline,ARRA,Fossil CE,595,470
B3.15,B3.15,9,1.9148936170212767,baseline,ARRA,Fossil CE,595,470
B3.16,B3.16,9,1.9148936170212767,baseline,ARRA,Fossil CE,595,470
B3.2,B3.2,1,0.2127659574468085,baseline,ARRA,Fossil CE,595,470
B3.6,"Small-scale research, development & demonstration projects",158,33.61702127659574,baseline,ARRA,Fossil CE,595,470
B3.7,B3.7,27,5.74468085106383,baseline,ARRA,Fossil CE,595,470
B3.9,B3.9,9,1.9148936170212767,baseline,ARRA,Fossil CE,595,470
B4.4,B4.4,6,1.2765957446808511,baseline,ARRA,Fossil CE,595,470
B4.7,B4.7,3,0.6382978723404256,baseline,ARRA,Fossil CE,595,470
B4.9,B4.9,4,0.851063829787234,baseline,ARRA,Fossil CE,595,470
B5.1,Actions to conserve energy or water,1,0.2127659574468085,baseline,ARRA,Fossil CE,595,470
B5.12,B5.12,11,2.3404255319148937,baseline,ARRA,Fossil CE,595,470
B5.13,B5.13,5,1.0638297872340425,baseline,ARRA,Fossil CE,595,470
B5.14,B5.14,1,0.2127659574468085,baseline,ARRA,Fossil CE,595,470
B5.2,B5.2,7,1.4893617021276595,baseline,ARRA,Fossil CE,595,470
B5.22,B5.22,2,0.425531914893617,baseline,ARRA,Fossil CE,595,470
B5.3,B5.3,3,0.6382978723404256,baseline,ARRA,Fossil CE,595,470
B5.4,B5.4,14,2.978723404255319,baseline,ARRA,Fossil CE,595,470
B5.5,B5.5,3,0.6382978723404256,baseline,ARRA,Fossil CE,595,470
B5.7,B5.7,19,4.042553191489362,baseline,ARRA,Fossil CE,595,470
B6,B6,6,1.2765957446808511,baseline,ARRA,Fossil CE,595,470
B6.1,B6.1,5,1.0638297872340425,baseline,ARRA,Fossil CE,595,470
